species_class_id,common_name,query_used,scientific_name,kingdom,phylum,class,order,family,genus,match,n_vernacular,in_tol_species,in_tol_genus,in_tol_family,in_tol_common
686,Song Sparrow,Song Sparrow,Melospiza melodia,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,vernacular_exact,107,True,True,True,True
56,Spotted Sandpiper,Spotted Sandpiper,Actitis macularius,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,vernacular_exact,118,True,True,True,True
258,Spotted Towhee,Spotted Towhee,Pipilo maculatus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,vernacular_exact,71,True,True,True,True
271,Steller's Jay,Steller's Jay,Cyanocitta stelleri,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,vernacular_exact,79,True,True,True,True
259,Summer Tanager,Summer Tanager,Piranga rubra,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,vernacular_exact,101,True,True,True,True
187,Surf Scoter,Surf Scoter,Melanitta perspicillata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,vernacular_exact,119,True,True,True,True
106,Surfbird,Surfbird,Calidris virgata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,vernacular_exact,64,True,True,True,True
202,Swainson's Hawk,Swainson's Hawk,Buteo swainsoni,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,vernacular_exact,77,True,True,True,True
570,Swainson's Thrush,Swainson's Thrush,Catharus ustulatus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,vernacular_exact,151,True,True,True,True
66,Swallow-tailed Kite,Swallow-tailed Kite,Elanoides forficatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanoides,vernacular_exact,100,True,True,True,False
705,Swamp Sparrow,Swamp Sparrow,Melospiza georgiana,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,vernacular_exact,74,True,True,True,False
283,Tennessee Warbler,Tennessee Warbler,Leiothlypis peregrina,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,vernacular_exact,75,True,True,True,True
407,Townsend's Solitaire,Townsend's Solitaire,Myadestes townsendi,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,vernacular_exact,63,True,True,True,True
721,Townsend's Warbler,Townsend's Warbler,Setophaga townsendi,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,60,True,True,True,True
287,Tree Swallow,Tree Swallow,Tachycineta bicolor,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,vernacular_exact,95,True,True,True,True
115,Tricolored Heron,Tricolored Heron,Egretta tricolor,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,vernacular_exact,115,True,True,True,True
67,Trumpeter Swan,Trumpeter Swan,Cygnus buccinator,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,vernacular_exact,74,True,True,True,True
717,Tufted Titmouse,Tufted Titmouse,Baeolophus bicolor,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,vernacular_exact,71,True,True,True,True
72,Tundra Swan,Tundra Swan,Cygnus columbianus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,vernacular_exact,168,True,True,True,True
40,Turkey Vulture,Turkey Vulture,Cathartes aura,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,vernacular_exact,131,True,True,True,True
735,Varied Thrush,Varied Thrush,Ixoreus naevius,Animalia,Chordata,Aves,Passeriformes,Turdidae,Ixoreus,vernacular_exact,69,True,True,True,True
52,Vaux's Swift,Vaux's Swift,Chaetura vauxi,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,vernacular_exact,57,True,True,True,True
425,Veery,Catharus fuscescens,Catharus fuscescens,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,vernacular_exact,99,True,True,True,True
433,Verdin,Verdin,Auriparus flaviceps,Animalia,Chordata,Aves,Passeriformes,Remizidae,Auriparus,vernacular_exact,57,True,True,True,True
575,Vermilion Flycatcher,Vermilion Flycatcher,Pyrocephalus rubinus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,vernacular_exact,93,True,True,True,True
431,Vesper Sparrow,Vesper Sparrow,Pooecetes gramineus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pooecetes,vernacular_exact,60,True,True,True,True
385,Violet-green Swallow,Violet-green Swallow,Tachycineta thalassina,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,vernacular_exact,58,True,True,True,True
712,Warbling Vireo,Warbling Vireo,Vireo gilvus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,75,True,True,True,True
279,Western Bluebird,Western Bluebird,Sialia mexicana,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,vernacular_exact,69,True,True,True,True
185,Western Grebe,Western Grebe,Aechmophorus occidentalis,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,vernacular_exact,64,True,True,True,True
239,Western Gull,Western Gull,Larus occidentalis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,vernacular_exact,63,True,True,True,True
716,Western Kingbird,Western Kingbird,Tyrannus verticalis,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,vernacular_exact,72,True,True,True,True
292,Western Meadowlark,Western Meadowlark,Sturnella neglecta,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,vernacular_exact,78,True,True,True,True
121,Western Sandpiper,Western Sandpiper,Calidris mauri,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,vernacular_exact,137,True,True,True,True
62,Western Screech-Owl,Western Screech-Owl,Megascops kennicottii,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,vernacular_exact,62,True,True,True,True
384,Western Scrub-Jay,Western Scrub-Jay,Aphelocoma californica,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,vernacular_exact,68,True,True,True,False
291,Western Tanager,Western Tanager,Piranga ludoviciana,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,vernacular_exact,76,True,True,True,True
256,Western Wood-Pewee,Western Wood-Pewee,Contopus sordidulus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,vernacular_exact,70,True,True,True,True
82,Whimbrel,Whimbrel,Numenius phaeopus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,vernacular_exact,242,True,True,True,True
198,White Ibis,White Ibis,Eudocimus albus,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,vernacular_exact,88,True,True,True,False
413,White-breasted Nuthatch,White-breasted Nuthatch,Sitta carolinensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,vernacular_exact,82,True,True,True,True
729,White-crowned Sparrow,White-crowned Sparrow,Zonotrichia leucophrys,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,vernacular_exact,98,True,True,True,True
263,White-eyed Vireo,White-eyed Vireo,Vireo griseus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,70,True,True,True,True
223,White-faced Ibis,White-faced Ibis,Plegadis chihi,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,vernacular_exact,76,True,True,True,True
83,White-tailed Kite,White-tailed Kite,Elanus leucurus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,vernacular_exact,86,True,True,True,True
714,White-throated Sparrow,White-throated Sparrow,Zonotrichia albicollis,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,vernacular_exact,111,True,True,True,True
68,White-throated Swift,White-throated Swift,Aeronautes saxatalis,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,vernacular_exact,50,True,True,True,True
574,White-winged Crossbill,White-winged Crossbill,Loxia leucoptera,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,vernacular_exact,118,True,True,True,True
137,White-winged Dove,White-winged Dove,Zenaida asiatica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,vernacular_exact,73,True,True,True,True
192,White-winged Scoter,Melanitta deglandi,Melanitta deglandi,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,vernacular_exact,94,True,True,True,True
220,Wild Turkey,Wild Turkey,Meleagris gallopavo,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,vernacular_exact,174,True,True,True,True
70,Willet,Willet,Tringa semipalmata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,vernacular_exact,89,True,True,True,True
158,Wilson's Phalarope,Wilson's Phalarope,Phalaropus tricolor,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,vernacular_exact,117,True,True,True,True
149,Wilson's Snipe,Wilson's Snipe,Gallinago delicata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,vernacular_exact,110,True,True,True,True
743,Wilson's Warbler,Wilson's Warbler,Cardellina pusilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,vernacular_exact,67,True,True,True,True
708,Winter Wren,Troglodytes hiemalis,Troglodytes hiemalis,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,vernacular_exact,47,True,True,True,True
81,Wood Duck,Wood Duck,Aix sponsa,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,vernacular_exact,151,True,True,True,True
133,Wood Stork,Wood Stork,Mycteria americana,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,vernacular_exact,110,True,True,True,True
693,Wood Thrush,Wood Thrush,Hylocichla mustelina,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla,vernacular_exact,101,True,True,True,True
437,Wrentit,Wrentit,Chamaea fasciata,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,vernacular_exact,54,True,True,True,True
573,Yellow Warbler,Yellow Warbler,Setophaga petechia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,140,True,True,True,False
112,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,Sphyrapicus varius,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,vernacular_exact,89,True,True,True,True
77,Yellow-billed Cuckoo,Yellow-billed Cuckoo,Coccyzus americanus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,vernacular_exact,137,True,True,True,True
581,Yellow-billed Magpie,Yellow-billed Magpie,Pica nuttalli,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,vernacular_exact,24,True,True,True,True
745,Yellow-breasted Chat,Yellow-breasted Chat,Icteria virens,Animalia,Chordata,Aves,Passeriformes,Parulidae,Icteria,vernacular_exact,73,True,True,True,True
184,Yellow-crowned Night-Heron,Yellow-crowned Night-Heron,Nyctanassa violacea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nyctanassa,vernacular_exact,113,True,True,True,True
306,Yellow-headed Blackbird,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthocephalus,vernacular_exact,85,True,True,True,True
691,Yellow-rumped Warbler,Yellow-rumped Warbler,Setophaga coronata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,94,True,True,True,True
307,Yellow-throated Vireo,Yellow-throated Vireo,Vireo flavifrons,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,73,True,True,True,True
702,Yellow-throated Warbler,Yellow-throated Warbler,Setophaga dominica,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,61,True,True,True,True
