class_id,leaf_name,base_name,species_name,order_name,variant_raw,phrase,sex,age,season,morph,form,female_side,male_only,n_train,n_test
861,Louisiana Waterthrush,Louisiana Waterthrush,Louisiana Waterthrush,Perching Birds,,,,,,,,False,False,44,42
862,Northern Waterthrush,Northern Waterthrush,Northern Waterthrush,Perching Birds,,,,,,,,False,False,55,56
863,Blue-winged Warbler,Blue-winged Warbler,Blue-winged Warbler,Perching Birds,,,,,,,,False,False,36,38
864,Black-and-white Warbler,Black-and-white Warbler,Black-and-white Warbler,Perching Birds,,,,,,,,False,False,60,60
865,Prothonotary Warbler,Prothonotary Warbler,Prothonotary Warbler,Perching Birds,,,,,,,,False,False,57,46
866,Tennessee Warbler,Tennessee Warbler,Tennessee Warbler,Perching Birds,,,,,,,,False,False,56,60
867,Orange-crowned Warbler,Orange-crowned Warbler,Orange-crowned Warbler,Perching Birds,,,,,,,,False,False,56,58
868,Nashville Warbler,Nashville Warbler,Nashville Warbler,Perching Birds,,,,,,,,False,False,59,60
869,MacGillivray's Warbler,MacGillivray's Warbler,MacGillivray's Warbler,Perching Birds,,,,,,,,False,False,20,46
870,Mourning Warbler,Mourning Warbler,Mourning Warbler,Perching Birds,,,,,,,,False,False,25,52
871,Hooded Warbler,Hooded Warbler,Hooded Warbler,Perching Birds,,,,,,,,False,False,60,49
872,Cape May Warbler,Cape May Warbler,Cape May Warbler,Perching Birds,,,,,,,,False,False,43,60
873,Northern Parula,Northern Parula,Northern Parula,Perching Birds,,,,,,,,False,False,60,60
874,Blackburnian Warbler,Blackburnian Warbler,Blackburnian Warbler,Perching Birds,,,,,,,,False,False,60,51
875,Yellow Warbler,Yellow Warbler,Yellow Warbler,Perching Birds,,,,,,,,False,False,60,60
876,Palm Warbler,Palm Warbler,Palm Warbler,Perching Birds,,,,,,,,False,False,60,44
877,Pine Warbler,Pine Warbler,Pine Warbler,Perching Birds,,,,,,,,False,False,60,48
878,Yellow-throated Warbler,Yellow-throated Warbler,Yellow-throated Warbler,Perching Birds,,,,,,,,False,False,43,60
879,Prairie Warbler,Prairie Warbler,Prairie Warbler,Perching Birds,,,,,,,,False,False,60,60
880,Black-throated Gray Warbler,Black-throated Gray Warbler,Black-throated Gray Warbler,Perching Birds,,,,,,,,False,False,34,41
881,Townsend's Warbler,Townsend's Warbler,Townsend's Warbler,Perching Birds,,,,,,,,False,False,60,60
882,Hermit Warbler,Hermit Warbler,Hermit Warbler,Perching Birds,,,,,,,,False,False,29,37
883,Black-throated Green Warbler,Black-throated Green Warbler,Black-throated Green Warbler,Perching Birds,,,,,,,,False,False,60,60
884,Canada Warbler,Canada Warbler,Canada Warbler,Perching Birds,,,,,,,,False,False,58,60
885,Wilson's Warbler,Wilson's Warbler,Wilson's Warbler,Perching Birds,,,,,,,,False,False,60,60
886,Yellow-breasted Chat,Yellow-breasted Chat,Yellow-breasted Chat,Perching Birds,,,,,,,,False,False,55,60
887,Green-tailed Towhee,Green-tailed Towhee,Green-tailed Towhee,Perching Birds,,,,,,,,False,False,34,28
888,Spotted Towhee,Spotted Towhee,Spotted Towhee,Perching Birds,,,,,,,,False,False,60,60
889,Eastern Towhee,Eastern Towhee,Eastern Towhee,Perching Birds,,,,,,,,False,False,56,54
890,Rufous-crowned Sparrow,Rufous-crowned Sparrow,Rufous-crowned Sparrow,Perching Birds,,,,,,,,False,False,39,41
891,Canyon Towhee,Canyon Towhee,Canyon Towhee,Perching Birds,,,,,,,,False,False,38,46
892,California Towhee,California Towhee,California Towhee,Perching Birds,,,,,,,,False,False,48,44
893,Abert's Towhee,Abert's Towhee,Abert's Towhee,Perching Birds,,,,,,,,False,False,35,29
894,American Tree Sparrow,American Tree Sparrow,American Tree Sparrow,Perching Birds,,,,,,,,False,False,51,59
895,Clay-colored Sparrow,Clay-colored Sparrow,Clay-colored Sparrow,Perching Birds,,,,,,,,False,False,49,60
896,Brewer's Sparrow,Brewer's Sparrow,Brewer's Sparrow,Perching Birds,,,,,,,,False,False,43,35
897,Field Sparrow,Field Sparrow,Field Sparrow,Perching Birds,,,,,,,,False,False,52,51
898,Vesper Sparrow,Vesper Sparrow,Vesper Sparrow,Perching Birds,,,,,,,,False,False,55,60
899,Lark Sparrow,Lark Sparrow,Lark Sparrow,Perching Birds,,,,,,,,False,False,53,59
900,Savannah Sparrow,Savannah Sparrow,Savannah Sparrow,Perching Birds,,,,,,,,False,False,60,60
901,Fox Sparrow (Sooty),Fox Sparrow,Fox Sparrow,Perching Birds,Sooty,sooty form,,,,,sooty,False,False,36,43
902,Song Sparrow,Song Sparrow,Song Sparrow,Perching Birds,,,,,,,,False,False,60,60
903,Lincoln's Sparrow,Lincoln's Sparrow,Lincoln's Sparrow,Perching Birds,,,,,,,,False,False,56,60
904,Swamp Sparrow,Swamp Sparrow,Swamp Sparrow,Perching Birds,,,,,,,,False,False,53,60
905,Dark-eyed Junco (Pink-sided),Dark-eyed Junco,Dark-eyed Junco,Perching Birds,Pink-sided,pink-sided form,,,,,pink-sided,False,False,28,31
906,Summer Tanager (Female),Summer Tanager,Summer Tanager,Perching Birds,Female,female,female,,,,,True,False,28,33
907,Pyrrhuloxia,Pyrrhuloxia,Pyrrhuloxia,Perching Birds,,,,,,,,False,False,42,48
908,Dickcissel,Dickcissel,Dickcissel,Perching Birds,,,,,,,,False,False,56,60
909,Eastern Meadowlark,Eastern Meadowlark,Eastern Meadowlark,Perching Birds,,,,,,,,False,False,36,40
910,Western Meadowlark,Western Meadowlark,Western Meadowlark,Perching Birds,,,,,,,,False,False,60,60
911,Rusty Blackbird,Rusty Blackbird,Rusty Blackbird,Perching Birds,,,,,,,,False,False,42,48
912,Common Grackle,Common Grackle,Common Grackle,Perching Birds,,,,,,,,False,False,60,58
913,Boat-tailed Grackle,Boat-tailed Grackle,Boat-tailed Grackle,Perching Birds,,,,,,,,False,False,54,60
914,Great-tailed Grackle,Great-tailed Grackle,Great-tailed Grackle,Perching Birds,,,,,,,,False,False,60,60
915,Bronzed Cowbird,Bronzed Cowbird,Bronzed Cowbird,Perching Birds,,,,,,,,False,False,39,32
916,Orchard Oriole (Immature Male),Orchard Oriole,Orchard Oriole,Perching Birds,Immature Male,immature male,male,immature,,,,False,True,24,25
917,Gray-crowned Rosy-Finch,Gray-crowned Rosy-Finch,Gray-crowned Rosy-Finch,Perching Birds,,,,,,,,False,False,27,37
918,Black Rosy-Finch,Black Rosy-Finch,Black Rosy-Finch,Perching Birds,,,,,,,,False,False,33,26
919,Brown-capped Rosy-Finch,Brown-capped Rosy-Finch,Brown-capped Rosy-Finch,Perching Birds,,,,,,,,False,False,16,34
920,Common Redpoll,Common Redpoll,Common Redpoll,Perching Birds,,,,,,,,False,False,35,40
921,Hoary Redpoll,Hoary Redpoll,Hoary Redpoll,Perching Birds,,,,,,,,False,False,31,29
922,Pine Siskin,Pine Siskin,Pine Siskin,Perching Birds,,,,,,,,False,False,48,60
923,Western Wood-Pewee,Western Wood-Pewee,Western Wood-Pewee,Perching Birds,,,,,,,,False,False,56,49
924,Eastern Wood-Pewee,Eastern Wood-Pewee,Eastern Wood-Pewee,Perching Birds,,,,,,,,False,False,59,49
925,Least Flycatcher,Least Flycatcher,Least Flycatcher,Perching Birds,,,,,,,,False,False,53,60
926,Pacific-slope Flycatcher,Pacific-slope Flycatcher,Pacific-slope Flycatcher,Perching Birds,,,,,,,,False,False,60,59
927,Cordilleran Flycatcher,Cordilleran Flycatcher,Cordilleran Flycatcher,Perching Birds,,,,,,,,False,False,39,31
928,Black Phoebe,Black Phoebe,Black Phoebe,Perching Birds,,,,,,,,False,False,60,60
929,Eastern Phoebe,Eastern Phoebe,Eastern Phoebe,Perching Birds,,,,,,,,False,False,60,60
930,Say's Phoebe,Say's Phoebe,Say's Phoebe,Perching Birds,,,,,,,,False,False,60,58
931,Ash-throated Flycatcher,Ash-throated Flycatcher,Ash-throated Flycatcher,Perching Birds,,,,,,,,False,False,41,41
932,Great Crested Flycatcher,Great Crested Flycatcher,Great Crested Flycatcher,Perching Birds,,,,,,,,False,False,60,53
933,Cassin's Kingbird,Cassin's Kingbird,Cassin's Kingbird,Perching Birds,,,,,,,,False,False,45,35
934,Western Kingbird,Western Kingbird,Western Kingbird,Perching Birds,,,,,,,,False,False,57,52
935,Eastern Kingbird,Eastern Kingbird,Eastern Kingbird,Perching Birds,,,,,,,,False,False,60,60
936,Scissor-tailed Flycatcher,Scissor-tailed Flycatcher,Scissor-tailed Flycatcher,Perching Birds,,,,,,,,False,False,40,37
937,Loggerhead Shrike,Loggerhead Shrike,Loggerhead Shrike,Perching Birds,,,,,,,,False,False,60,60
938,Northern Shrike,Northern Shrike,Northern Shrike,Perching Birds,,,,,,,,False,False,60,60
939,White-eyed Vireo,White-eyed Vireo,White-eyed Vireo,Perching Birds,,,,,,,,False,False,37,57
940,Bell's Vireo,Bell's Vireo,Bell's Vireo,Perching Birds,,,,,,,,False,False,28,29
941,Yellow-throated Vireo,Yellow-throated Vireo,Yellow-throated Vireo,Perching Birds,,,,,,,,False,False,31,38
942,Plumbeous Vireo,Plumbeous Vireo,Plumbeous Vireo,Perching Birds,,,,,,,,False,False,34,41
943,Cassin's Vireo,Cassin's Vireo,Cassin's Vireo,Perching Birds,,,,,,,,False,False,37,36
944,Blue-headed Vireo,Blue-headed Vireo,Blue-headed Vireo,Perching Birds,,,,,,,,False,False,48,52
945,Hutton's Vireo,Hutton's Vireo,Hutton's Vireo,Perching Birds,,,,,,,,False,False,46,39
946,Warbling Vireo,Warbling Vireo,Warbling Vireo,Perching Birds,,,,,,,,False,False,52,60
947,Red-eyed Vireo,Red-eyed Vireo,Red-eyed Vireo,Perching Birds,,,,,,,,False,False,60,60
948,Gray Jay,Gray Jay,Gray Jay,Perching Birds,,,,,,,,False,False,42,54
949,Steller's Jay,Steller's Jay,Steller's Jay,Perching Birds,,,,,,,,False,False,60,60
950,Blue Jay,Blue Jay,Blue Jay,Perching Birds,,,,,,,,False,False,60,60
951,Florida Scrub-Jay,Florida Scrub-Jay,Florida Scrub-Jay,Perching Birds,,,,,,,,False,False,29,26
952,Western Scrub-Jay,Western Scrub-Jay,Western Scrub-Jay,Perching Birds,,,,,,,,False,False,60,60
953,Mexican Jay,Mexican Jay,Mexican Jay,Perching Birds,,,,,,,,False,False,35,26
954,Clark's Nutcracker,Clark's Nutcracker,Clark's Nutcracker,Perching Birds,,,,,,,,False,False,43,46
955,Black-billed Magpie,Black-billed Magpie,Black-billed Magpie,Perching Birds,,,,,,,,False,False,60,38
956,Yellow-billed Magpie,Yellow-billed Magpie,Yellow-billed Magpie,Perching Birds,,,,,,,,False,False,32,27
957,American Crow,American Crow,American Crow,Perching Birds,,,,,,,,False,False,60,57
958,Yellow-rumped Warbler (Breeding Audubon's),Yellow-rumped Warbler,Yellow-rumped Warbler,Perching Birds,Breeding Audubon's,breeding Audubon's form,,,breeding,,audubon's,False,False,60,58
959,Purple Martin (Female/juvenile),Purple Martin,Purple Martin,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,31,36
960,American Robin (Juvenile),American Robin,American Robin,Perching Birds,Juvenile,juvenile,,juvenile,,,,False,False,55,60
961,Phainopepla (Male),Phainopepla,Phainopepla,Perching Birds,Male,male,male,,,,,False,True,36,35
962,Snow Bunting (Nonbreeding),Snow Bunting,Snow Bunting,Perching Birds,Nonbreeding,nonbreeding,,,nonbreeding,,,False,False,52,52
963,Common Yellowthroat (Female/immature male),Common Yellowthroat,Common Yellowthroat,Perching Birds,Female/immature male,female or immature male,female/male,immature,,,,True,False,56,60
964,American Redstart (Female/juvenile),American Redstart,American Redstart,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,60,59
965,Magnolia Warbler (Female/immature male),Magnolia Warbler,Magnolia Warbler,Perching Birds,Female/immature male,female or immature male,female/male,immature,,,,True,False,60,45
966,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",Bay-breasted Warbler,Bay-breasted Warbler,Perching Birds,"Female, Nonbreeding male, Immature",female or nonbreeding male or immature,female/male,immature,nonbreeding,,,True,False,31,29
967,Chestnut-sided Warbler (Female/immature male),Chestnut-sided Warbler,Chestnut-sided Warbler,Perching Birds,Female/immature male,female or immature male,female/male,immature,,,,True,False,43,35
968,Blackpoll Warbler (Female/juvenile),Blackpoll Warbler,Blackpoll Warbler,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,52,60
969,Black-throated Blue Warbler (Female/Immature male),Black-throated Blue Warbler,Black-throated Blue Warbler,Perching Birds,Female/Immature male,female or immature male,female/male,immature,,,,True,False,40,32
970,Lark Bunting (Female/Nonbreeding male),Lark Bunting,Lark Bunting,Perching Birds,Female/Nonbreeding male,female or nonbreeding male,female/male,,nonbreeding,,,True,False,35,32
971,White-throated Sparrow (Tan-striped/immature),White-throated Sparrow,White-throated Sparrow,Perching Birds,Tan-striped/immature,tan-striped or immature,,immature,,,tan-striped,False,False,38,45
972,Harris's Sparrow (Immature),Harris's Sparrow,Harris's Sparrow,Perching Birds,Immature,immature,,immature,,,,False,False,33,34
973,White-crowned Sparrow (Immature),White-crowned Sparrow,White-crowned Sparrow,Perching Birds,Immature,immature,,immature,,,,False,False,59,60
974,Golden-crowned Sparrow (Immature),Golden-crowned Sparrow,Golden-crowned Sparrow,Perching Birds,Immature,immature,,immature,,,,False,False,53,60
975,Dark-eyed Junco (White-winged),Dark-eyed Junco,Dark-eyed Junco,Perching Birds,White-winged,white-winged form,,,,,white-winged,False,False,4,9
976,Chipping Sparrow (Immature/nonbreeding adult),Chipping Sparrow,Chipping Sparrow,Perching Birds,Immature/nonbreeding adult,immature or nonbreeding adult,,immature/adult,nonbreeding,,,False,False,52,46
977,Scarlet Tanager (Female/Nonbreeding Male),Scarlet Tanager,Scarlet Tanager,Perching Birds,Female/Nonbreeding Male,female or nonbreeding male,female/male,,nonbreeding,,,True,False,38,28
978,Western Tanager (Female/Nonbreeding Male),Western Tanager,Western Tanager,Perching Birds,Female/Nonbreeding Male,female or nonbreeding male,female/male,,nonbreeding,,,True,False,32,33
979,Northern Cardinal (Female/Juvenile),Northern Cardinal,Northern Cardinal,Perching Birds,Female/Juvenile,female or juvenile,female,juvenile,,,,True,False,60,60
980,Rose-breasted Grosbeak (Female/immature male),Rose-breasted Grosbeak,Rose-breasted Grosbeak,Perching Birds,Female/immature male,female or immature male,female/male,immature,,,,True,False,53,48
981,Black-headed Grosbeak (Female/immature male),Black-headed Grosbeak,Black-headed Grosbeak,Perching Birds,Female/immature male,female or immature male,female/male,immature,,,,True,False,41,48
982,Blue Grosbeak (Female/juvenile),Blue Grosbeak,Blue Grosbeak,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,39,42
983,Lazuli Bunting (Female/juvenile),Lazuli Bunting,Lazuli Bunting,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,22,22
984,Indigo Bunting (Female/juvenile),Indigo Bunting,Indigo Bunting,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,49,39
985,Painted Bunting (Female/juvenile),Painted Bunting,Painted Bunting,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,48,39
986,Bobolink (Female/juvenile/nonbreeding male),Bobolink,Bobolink,Perching Birds,Female/juvenile/nonbreeding male,female or juvenile or nonbreeding male,female/male,juvenile,nonbreeding,,,True,False,36,33
987,Red-winged Blackbird (Female/juvenile),Red-winged Blackbird,Red-winged Blackbird,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,60,60
988,Yellow-headed Blackbird (Female/Immature Male),Yellow-headed Blackbird,Yellow-headed Blackbird,Perching Birds,Female/Immature Male,female or immature male,female/male,immature,,,,True,False,38,34
989,Brewer's Blackbird (Male),Brewer's Blackbird,Brewer's Blackbird,Perching Birds,Male,male,male,,,,,False,True,60,60
990,Brown-headed Cowbird (Female/Juvenile),Brown-headed Cowbird,Brown-headed Cowbird,Perching Birds,Female/Juvenile,female or juvenile,female,juvenile,,,,True,False,54,49
991,Hooded Oriole (Female/Immature male),Hooded Oriole,Hooded Oriole,Perching Birds,Female/Immature male,female or immature male,female/male,immature,,,,True,False,34,35
992,Bullock's Oriole (Female/Immature male),Bullock's Oriole,Bullock's Oriole,Perching Birds,Female/Immature male,female or immature male,female/male,immature,,,,True,False,28,36
993,Baltimore Oriole (Female/Immature male),Baltimore Oriole,Baltimore Oriole,Perching Birds,Female/Immature male,female or immature male,female/male,immature,,,,True,False,50,48
994,Pine Grosbeak (Female/juvenile),Pine Grosbeak,Pine Grosbeak,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,35,41
995,Purple Finch (Female/immature),Purple Finch,Purple Finch,Perching Birds,Female/immature,female or immature,female,immature,,,,True,False,46,45
996,Cassin's Finch (Female/immature),Cassin's Finch,Cassin's Finch,Perching Birds,Female/immature,female or immature,female,immature,,,,True,False,31,24
997,House Finch (Female/immature),House Finch,House Finch,Perching Birds,Female/immature,female or immature,female,immature,,,,True,False,60,52
998,Red Crossbill (Female/juvenile),Red Crossbill,Red Crossbill,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,33,34
999,White-winged Crossbill (Female/juvenile),White-winged Crossbill,White-winged Crossbill,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,26,32
1000,Lesser Goldfinch (Female/juvenile),Lesser Goldfinch,Lesser Goldfinch,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,37,36
1001,American Goldfinch (Female/Nonbreeding Male),American Goldfinch,American Goldfinch,Perching Birds,Female/Nonbreeding Male,female or nonbreeding male,female/male,,nonbreeding,,,True,False,60,60
1002,Evening Grosbeak (Female/Juvenile),Evening Grosbeak,Evening Grosbeak,Perching Birds,Female/Juvenile,female or juvenile,female,juvenile,,,,True,False,33,60
1003,House Sparrow (Female/Juvenile),House Sparrow,House Sparrow,Perching Birds,Female/Juvenile,female or juvenile,female,juvenile,,,,True,False,60,57
1004,"Vermilion Flycatcher (Female, immature)",Vermilion Flycatcher,Vermilion Flycatcher,Perching Birds,"Female, immature",female or immature,female,immature,,,,True,False,40,36
1005,European Starling (Juvenile),European Starling,European Starling,Perching Birds,Juvenile,juvenile,,juvenile,,,,False,False,37,35
1006,Fox Sparrow (Thick-billed/Slate-colored),Fox Sparrow,Fox Sparrow,Perching Birds,Thick-billed/Slate-colored,thick-billed or slate-colored form,,,,,slate-colored/thick-billed,False,False,9,16
1007,Summer Tanager (Immature Male),Summer Tanager,Summer Tanager,Perching Birds,Immature Male,immature male,male,immature,,,,False,True,20,17
1008,Orchard Oriole (Female/Juvenile),Orchard Oriole,Orchard Oriole,Perching Birds,Female/Juvenile,female or juvenile,female,juvenile,,,,True,False,29,26
1009,Yellow-rumped Warbler (Winter/juvenile Audubon's),Yellow-rumped Warbler,Yellow-rumped Warbler,Perching Birds,Winter/juvenile Audubon's,winter or juvenile Audubon's form,,juvenile,nonbreeding,,audubon's,False,False,44,44
1010,Dark-eyed Junco (Red-backed/Gray-headed),Dark-eyed Junco,Dark-eyed Junco,Perching Birds,Red-backed/Gray-headed,red-backed or gray-headed form,,,,,gray-headed/red-backed,False,False,29,43
