species_class_id,common_name,query_used,scientific_name,kingdom,phylum,class,order,family,genus,match,n_vernacular
198,White Ibis,White Ibis,Eudocimus albus,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,vernacular_exact,88
413,White-breasted Nuthatch,White-breasted Nuthatch,Sitta carolinensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,vernacular_exact,82
729,White-crowned Sparrow,White-crowned Sparrow,Zonotrichia leucophrys,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,vernacular_exact,98
263,White-eyed Vireo,White-eyed Vireo,Vireo griseus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,70
223,White-faced Ibis,White-faced Ibis,Plegadis chihi,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,vernacular_exact,76
83,White-tailed Kite,White-tailed Kite,Elanus leucurus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,vernacular_exact,86
714,White-throated Sparrow,White-throated Sparrow,Zonotrichia albicollis,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,vernacular_exact,111
68,White-throated Swift,White-throated Swift,Aeronautes saxatalis,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,vernacular_exact,50
574,White-winged Crossbill,White-winged Crossbill,Loxia leucoptera,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,vernacular_exact,118
137,White-winged Dove,White-winged Dove,Zenaida asiatica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,vernacular_exact,73
192,White-winged Scoter,Melanitta deglandi,Melanitta deglandi,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,vernacular_exact,94
220,Wild Turkey,Wild Turkey,Meleagris gallopavo,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,vernacular_exact,174
70,Willet,Willet,Tringa semipalmata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,vernacular_exact,89
158,Wilson's Phalarope,Wilson's Phalarope,Phalaropus tricolor,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,vernacular_exact,117
149,Wilson's Snipe,Wilson's Snipe,Gallinago delicata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,vernacular_exact,110
743,Wilson's Warbler,Wilson's Warbler,Cardellina pusilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,vernacular_exact,67
708,Winter Wren,Troglodytes hiemalis,Troglodytes hiemalis,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,vernacular_exact,47
81,Wood Duck,Wood Duck,Aix sponsa,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,vernacular_exact,151
133,Wood Stork,Wood Stork,Mycteria americana,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,vernacular_exact,110
693,Wood Thrush,Wood Thrush,Hylocichla mustelina,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla,vernacular_exact,101
437,Wrentit,Wrentit,Chamaea fasciata,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Chamaea,vernacular_exact,54
573,Yellow Warbler,Yellow Warbler,Setophaga petechia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,140
112,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,Sphyrapicus varius,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,vernacular_exact,89
77,Yellow-billed Cuckoo,Yellow-billed Cuckoo,Coccyzus americanus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,vernacular_exact,137
581,Yellow-billed Magpie,Yellow-billed Magpie,Pica nuttalli,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,vernacular_exact,24
745,Yellow-breasted Chat,Yellow-breasted Chat,Icteria virens,Animalia,Chordata,Aves,Passeriformes,Parulidae,Icteria,vernacular_exact,73
184,Yellow-crowned Night-Heron,Yellow-crowned Night-Heron,Nyctanassa violacea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nyctanassa,vernacular_exact,113
306,Yellow-headed Blackbird,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthocephalus,vernacular_exact,85
691,Yellow-rumped Warbler,Yellow-rumped Warbler,Setophaga coronata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,94
307,Yellow-throated Vireo,Yellow-throated Vireo,Vireo flavifrons,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,73
702,Yellow-throated Warbler,Yellow-throated Warbler,Setophaga dominica,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,61
