species_class_id,common_name,gbif_scientific,tol_kingdom,tol_phylum,tol_class,tol_order,tol_family,tol_genus,tol_epithet,tol_common,tol_match,tol_scientific
140,Snowy Owl,Bubo scandiacus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy Owl,common_name,Bubo scandiacus
59,Solitary Sandpiper,Tringa solitaria,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,solitaria,Solitary Sandpiper,common_name,Tringa solitaria
686,Song Sparrow,Melospiza melodia,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,melodia,Song Sparrow,common_name,Melospiza melodia
56,Spotted Sandpiper,Actitis macularius,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Spotted Sandpiper,common_name,Actitis macularius
258,Spotted Towhee,Pipilo maculatus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee,common_name,Pipilo maculatus
271,Steller's Jay,Cyanocitta stelleri,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's Jay,common_name,Cyanocitta stelleri
259,Summer Tanager,Piranga rubra,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,rubra,Summer Tanager,common_name,Piranga rubra
187,Surf Scoter,Melanitta perspicillata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,Surf Scoter,common_name,Melanitta perspicillata
106,Surfbird,Calidris virgata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,virgata,Surfbird,common_name,Calidris virgata
202,Swainson's Hawk,Buteo swainsoni,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's Hawk,common_name,Buteo swainsoni
570,Swainson's Thrush,Catharus ustulatus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,ustulatus,Swainson's Thrush,common_name,Catharus ustulatus
66,Swallow-tailed Kite,Elanoides forficatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanoides,forficatus,American Swallow-tailed Kite,binomial,Elanoides forficatus
705,Swamp Sparrow,Melospiza georgiana,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,georgiana,Coastal Plain Swamp Sparrow,binomial,Melospiza georgiana
283,Tennessee Warbler,Leiothlypis peregrina,Animalia,Chordata,Aves,Passeriformes,Parulidae,Oreothlypis,peregrina,tennessee warbler,common_name,Oreothlypis peregrina
407,Townsend's Solitaire,Myadestes townsendi,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,townsendi,Townsend's Solitaire,common_name,Myadestes townsendi
721,Townsend's Warbler,Setophaga townsendi,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,townsendi,Townsend's Warbler,common_name,Setophaga townsendi
287,Tree Swallow,Tachycineta bicolor,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,Tree Swallow,common_name,Tachycineta bicolor
115,Tricolored Heron,Egretta tricolor,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,tricolor,Tricolored Heron,common_name,Egretta tricolor
67,Trumpeter Swan,Cygnus buccinator,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter Swan,common_name,Cygnus buccinator
717,Tufted Titmouse,Baeolophus bicolor,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,bicolor,tufted titmouse,common_name,Parus bicolor
72,Tundra Swan,Cygnus columbianus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra Swan,common_name,Cygnus columbianus
40,Turkey Vulture,Cathartes aura,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,aura,Turkey Vulture,common_name,Cathartes aura
735,Varied Thrush,Ixoreus naevius,Animalia,Chordata,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush,common_name,Ixoreus naevius
52,Vaux's Swift,Chaetura vauxi,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,vauxi,Vaux's Swift,common_name,Chaetura vauxi
425,Veery,Catharus fuscescens,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,fuscescens,Veery,common_name,Catharus fuscescens
433,Verdin,Auriparus flaviceps,Animalia,Chordata,Aves,Passeriformes,Remizidae,Auriparus,flaviceps,Verdin,common_name,Auriparus flaviceps
575,Vermilion Flycatcher,Pyrocephalus rubinus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Vermilion Flycatcher,common_name,Pyrocephalus rubinus
431,Vesper Sparrow,Pooecetes gramineus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pooecetes,gramineus,Vesper Sparrow,common_name,Pooecetes gramineus
385,Violet-green Swallow,Tachycineta thalassina,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,thalassina,Violet-green Swallow,common_name,Tachycineta thalassina
712,Warbling Vireo,Vireo gilvus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,gilvus,Warbling Vireo,common_name,Vireo gilvus
279,Western Bluebird,Sialia mexicana,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,mexicana,Western Bluebird,common_name,Sialia mexicana
185,Western Grebe,Aechmophorus occidentalis,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western Grebe,common_name,Aechmophorus occidentalis
239,Western Gull,Larus occidentalis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Western Gull,common_name,Larus occidentalis
716,Western Kingbird,Tyrannus verticalis,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Western Kingbird,common_name,Tyrannus verticalis
292,Western Meadowlark,Sturnella neglecta,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,neglecta,Western Meadowlark,common_name,Sturnella neglecta
121,Western Sandpiper,Calidris mauri,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Western Sandpiper,common_name,Calidris mauri
62,Western Screech-Owl,Megascops kennicottii,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western Screech-Owl,common_name,Megascops kennicottii
384,Western Scrub-Jay,Aphelocoma californica,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,californica,California Scrub-Jay,binomial,Aphelocoma californica
291,Western Tanager,Piranga ludoviciana,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,ludoviciana,Western Tanager,common_name,Piranga ludoviciana
256,Western Wood-Pewee,Contopus sordidulus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,sordidulus,Western Wood-Pewee,common_name,Contopus sordidulus
82,Whimbrel,Numenius phaeopus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,Whimbrel,common_name,Numenius phaeopus
198,White Ibis,Eudocimus albus,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,American White Ibis,binomial,Eudocimus albus
413,White-breasted Nuthatch,Sitta carolinensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,carolinensis,White-breasted Nuthatch,common_name,Sitta carolinensis
729,White-crowned Sparrow,Zonotrichia leucophrys,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,White-crowned Sparrow,common_name,Zonotrichia leucophrys
263,White-eyed Vireo,Vireo griseus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,griseus,White-eyed Vireo,common_name,Vireo griseus
223,White-faced Ibis,Plegadis chihi,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,chihi,White-faced Ibis,common_name,Plegadis chihi
83,White-tailed Kite,Elanus leucurus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed Kite,common_name,Elanus leucurus
714,White-throated Sparrow,Zonotrichia albicollis,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,albicollis,White-throated Sparrow,common_name,Zonotrichia albicollis
68,White-throated Swift,Aeronautes saxatalis,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,saxatalis,White-throated Swift,common_name,Aeronautes saxatalis
574,White-winged Crossbill,Loxia leucoptera,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,leucoptera,White-winged Crossbill,common_name,Loxia leucoptera
137,White-winged Dove,Zenaida asiatica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,asiatica,White-winged Dove,common_name,Zenaida asiatica
192,White-winged Scoter,Melanitta deglandi,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,deglandi,White-winged Scoter,common_name,Melanitta deglandi
220,Wild Turkey,Meleagris gallopavo,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Wild Turkey,common_name,Meleagris gallopavo
70,Willet,Tringa semipalmata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Willet,common_name,Tringa semipalmata
158,Wilson's Phalarope,Phalaropus tricolor,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Wilson's Phalarope,common_name,Phalaropus tricolor
149,Wilson's Snipe,Gallinago delicata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Wilson's Snipe,common_name,Gallinago delicata
743,Wilson's Warbler,Cardellina pusilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,pusilla,Wilson's Warbler,common_name,Cardellina pusilla
708,Winter Wren,Troglodytes hiemalis,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,hiemalis,Winter Wren,common_name,Troglodytes hiemalis
81,Wood Duck,Aix sponsa,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood Duck,common_name,Aix sponsa
133,Wood Stork,Mycteria americana,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Wood Stork,common_name,Mycteria americana
693,Wood Thrush,Hylocichla mustelina,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla,mustelina,Wood Thrush,common_name,Hylocichla mustelina
437,Wrentit,Chamaea fasciata,Animalia,Chordata,Aves,Passeriformes,Paradoxornithidae,Chamaea,fasciata,Wrentit,common_name,Chamaea fasciata
573,Yellow Warbler,Setophaga petechia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,petechia,Barbados Yellow Warbler,binomial,Setophaga petechia
112,Yellow-bellied Sapsucker,Sphyrapicus varius,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,varius,Yellow-bellied Sapsucker,common_name,Sphyrapicus varius
77,Yellow-billed Cuckoo,Coccyzus americanus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,americanus,Yellow-billed Cuckoo,common_name,Coccyzus americanus
581,Yellow-billed Magpie,Pica nuttalli,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,nuttalli,Yellow-billed Magpie,common_name,Pica nuttalli
745,Yellow-breasted Chat,Icteria virens,Animalia,Chordata,Aves,Passeriformes,Icteriidae,Icteria,virens,Yellow-breasted Chat,common_name,Icteria virens
184,Yellow-crowned Night-Heron,Nyctanassa violacea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nyctanassa,violacea,Yellow-crowned Night-Heron,common_name,Nyctanassa violacea
306,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,Yellow-headed Blackbird,common_name,Xanthocephalus xanthocephalus
691,Yellow-rumped Warbler,Setophaga coronata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Dendroica,coronata,yellow-rumped warbler,common_name,Dendroica coronata
307,Yellow-throated Vireo,Vireo flavifrons,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,flavifrons,Yellow-throated Vireo,common_name,Vireo flavifrons
702,Yellow-throated Warbler,Setophaga dominica,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,dominica,Yellow-throated Warbler,common_name,Setophaga dominica
